attendance,cgpa,backlogs,fees_flag,suspension_flag,gender,broad_phase
98.87889158750592,9.183703456462686,0,0,0,F,0
93.3842581035698,8.004924255493947,0,0,0,F,0
94.1319334554061,9.145933706916528,0,0,0,F,0
95.48754590753285,8.889106137510744,0,0,0,F,0
87.10187099256058,8.953166558226567,0,0,0,F,0
86.87302332695317,9.539858427236563,0,0,0,F,0
92.09821435485263,9.144562991572235,0,0,0,Other,0
90.453662246648,9.058623620889257,0,0,0,F,0
97.48197683408216,7.654574666687305,0,0,0,M,0
92.77718430932465,8.89445382665218,0,0,0,F,0
98.82364037918838,9.16464378170574,0,0,0,F,0
86.7711544227235,9.011559802800026,0,0,0,F,0
94.30448397708072,7.795757910347647,0,0,0,M,0
85.44649339207818,9.620808269258701,0,0,0,M,0
98.82538734280003,8.351081679322334,0,0,0,F,0
97.45486823246274,8.516264121818603,0,0,0,F,0
95.98182148676739,8.14650233048211,0,0,0,F,0
98.83154377737027,9.76406479815919,0,0,0,F,0
94.76407817669272,7.844427685505331,0,0,0,M,0
87.197328816169,8.721113144581187,0,0,0,F,0
97.37917207766601,9.720348124040044,0,0,0,M,0
98.12535278478308,9.582543291030756,0,0,0,M,0
95.32914886435337,8.772653039303346,0,0,0,F,0
92.38433757533511,7.897395471619295,0,0,0,F,0
88.21926685677705,8.869931480308779,0,0,0,M,0
94.24200107725136,9.640205845043548,0,0,0,F,0
88.88427211353358,9.192313697654685,0,0,0,F,0
94.64628769483772,8.779074467384769,0,0,0,M,0
88.86903051803063,8.548628440525595,0,0,0,M,0
94.0616383284293,9.638631539925372,0,0,0,F,0
97.7270613820239,7.505796136630734,0,0,0,F,0
91.4711165398721,8.308714169029438,0,0,0,M,0
99.18998474430016,9.20209377293536,0,0,0,F,0
94.66824681759782,7.61715066063237,0,0,0,F,0
92.67421651988579,8.683081534476399,0,0,0,F,0
98.38700519414309,8.957521523661795,0,0,0,M,0
90.63088685891923,9.257973386673491,0,0,0,M,0
87.37283388198622,7.7417399811012375,0,0,0,Other,0
89.02091440871735,7.70515430093628,0,0,0,M,0
97.74978292458594,8.01881458207454,0,0,0,M,0
97.90157385265792,9.487643768705937,0,0,0,M,0
89.42849953498072,9.453450719349119,0,0,0,M,0
96.00707636607274,8.878215730154489,0,0,0,F,0
92.80674730686933,9.382148557388994,0,0,0,M,0
98.92405703914497,9.871926116731437,0,0,0,M,0
95.41726209391918,8.837519745064622,0,0,0,M,0
87.52676872068287,9.38213095085974,0,0,0,M,0
95.88796227040322,8.725765603515827,0,0,0,M,0
89.08440328881937,9.670302476346304,0,0,0,M,0
88.75853797551409,7.662668107588849,0,0,0,M,0
99.12512719185139,8.998488767296518,0,0,0,F,0
85.4057025737334,9.04524304190178,0,0,0,F,0
96.9042775459845,8.641434799657127,0,0,0,M,0
94.5162569685068,8.365392784940177,0,0,0,F,0
99.73259374332962,8.764415697138094,0,0,0,F,0
97.58436873507182,7.644086173931399,0,0,0,M,0
92.88699581235014,9.38147338036735,0,0,0,M,0
88.71183827330813,7.955377763277145,0,0,0,M,0
95.99412901385192,9.276362914976863,0,0,0,F,0
85.20946521589816,8.988641732287856,0,0,0,F,0
90.98485290393144,8.756991934788994,0,0,0,F,0
99.27806761420771,9.162337573715277,0,0,0,M,0
95.76729643297152,7.751228128509178,0,0,0,F,0
92.8020532728993,9.35588472218974,0,0,0,F,0
99.00152950081186,8.680874436359364,0,0,0,F,0
86.25488496672914,9.275468745141806,0,0,0,F,0
92.25581160438097,9.455013650115708,0,0,0,M,0
90.63581906410307,7.615972553435315,0,0,0,F,0
92.17572152099524,8.12906835773806,0,0,0,M,0
88.23196935285928,8.638953040965157,0,0,0,F,0
91.39300780415901,9.204032640130174,0,0,0,F,0
96.33872741192084,8.94802543890584,0,0,0,F,0
91.13661331491527,8.914730829857396,0,0,0,M,0
97.8636677386056,8.709178743774077,0,0,0,F,0
93.28405728555099,8.652168363116038,0,0,0,Other,0
97.6377864702322,9.997118893911775,0,0,0,F,0
85.78510022611424,9.756392034035933,0,0,0,F,0
88.48092359239152,9.923543250879053,0,0,0,F,0
92.60001046978866,9.415404485280039,0,0,0,F,0
86.80202928792872,8.597678028109527,0,0,0,M,0
87.93254104416225,9.860388558663821,0,0,0,M,0
98.83189544918669,8.15752950224498,0,0,0,M,0
90.24569094427798,9.795976169247913,0,0,0,M,0
92.45570699723334,9.779661657347038,0,0,0,M,0
91.64071590292217,8.281035830915576,0,0,0,F,0
95.46839356663935,9.101788670117891,0,0,0,M,0
86.81348005688469,8.476942778768505,0,0,0,F,0
85.1841287778242,7.921116736527328,0,0,0,F,0
95.02391369935131,9.881682584568338,0,0,0,F,0
93.48492390781067,9.8863700352855,0,0,0,Other,0
87.11857696835645,8.741507725868674,0,0,0,M,0
90.2693846253945,9.22006439487602,0,0,0,F,0
87.0356347091342,7.671255316570386,0,0,0,F,0
99.42072851910143,9.838990912995342,0,0,0,Other,0
95.9443256135815,7.769892827331809,0,0,0,F,0
92.0817023065338,9.313450473383668,0,0,0,M,0
94.67485255014152,8.114889411277803,0,0,0,Other,0
89.30203950146776,9.704635292804818,0,0,0,M,0
89.95228969452053,9.628941820770565,0,0,0,M,0
94.82130502586082,9.104639825038817,0,0,0,F,0
97.70642964916183,7.620217244461979,0,0,0,Other,0
94.29428421819091,8.672254338881674,0,0,0,M,0
97.15860818175148,8.418524610461263,0,0,0,M,0
93.37034586174767,9.222429893822408,0,0,0,Other,0
96.0324154326866,9.157448106808523,0,0,0,F,0
92.73957987408987,7.970735452279271,0,0,0,F,0
86.01896616064596,9.387318652402941,0,0,0,F,0
87.61301086939005,7.914899839295041,0,0,0,M,0
87.88011346400143,7.866051573968219,0,0,0,M,0
93.43232288958055,9.90187716005386,0,0,0,F,0
86.1860350504911,7.892510315284291,0,0,0,M,0
95.12635152966335,9.902559513961773,0,0,0,F,0
92.98889601200693,8.604006620379888,0,0,0,M,0
91.53918091605506,8.829227602758342,0,0,0,M,0
94.65501059075999,8.952811164498362,0,0,0,M,0
89.0132207061181,8.746198087485524,0,0,0,F,0
90.63255741669538,7.733168875578507,0,0,0,M,0
91.10672656096168,8.517618482565974,0,0,0,F,0
98.97086908255969,9.369815333701535,0,0,0,F,0
92.10341273763001,9.916798330550122,0,0,0,M,0
92.85410641113778,8.635917057911243,0,0,0,M,0
87.72058779650048,8.394727727663433,0,0,0,F,0
92.86548595927444,7.545027503220174,0,0,0,M,0
93.7852417194965,8.2177780615908,0,0,0,F,0
89.96345338532768,9.391552760277596,0,0,0,F,0
90.13367733010678,7.975707753071919,0,0,0,F,0
97.32791239930589,9.094868202224056,0,0,0,M,0
92.3550101825941,9.072243141927935,0,0,0,F,0
90.82276516648527,7.5315150605239225,0,0,0,M,0
87.13203143124827,8.254295312642924,0,0,0,F,0
89.23752176451151,7.719786013306965,0,0,0,F,0
85.2954375585584,9.259746342309839,0,0,0,M,0
92.71239466922475,9.561889420928164,0,0,0,F,0
99.7326960578397,8.124458324387899,0,0,0,M,0
89.18724939759556,7.666362791190841,0,0,0,F,0
97.96830233306743,9.278424565673864,0,0,0,F,0
99.77831983098277,8.157604430705028,0,0,0,M,0
93.52220791726481,8.814882269749766,0,0,0,F,0
90.95594689354255,9.656342260249895,0,0,0,F,0
91.38787805515736,9.821858333866109,0,0,0,F,0
94.53528966208334,7.5921430517340465,0,0,0,M,0
89.29281772943476,8.834702928421578,0,0,0,M,0
90.15819676352449,8.991653498129692,0,0,0,F,0
92.01412571824524,9.477555128587712,0,0,0,F,0
95.40610324914029,9.274897353812165,0,0,0,M,0
86.34333559983698,8.404645017660032,0,0,0,F,0
96.2541541586011,7.840204100052956,0,0,0,M,0
91.63051610308186,9.727728636975165,0,0,0,F,0
88.8660780836331,8.029231441483725,0,0,0,F,0
86.83976972619011,8.956623952362817,0,0,0,M,0
94.30850342289436,8.694042711326414,0,0,0,F,0
93.47373970832237,8.656844597634624,0,0,0,F,0
96.73847007418719,7.868019616313543,0,0,0,M,0
87.38154690865073,9.739650427239948,0,0,0,F,0
87.3350385686659,9.223788273207871,0,0,0,M,0
99.90869532248065,9.850026177943953,0,0,0,M,0
88.89924598881409,8.235915683714957,0,0,0,F,0
86.72814392622811,7.940181302709971,0,0,0,M,0
88.01048474459746,9.189768717192093,0,0,0,M,0
85.5835832495552,9.233562927854148,0,0,0,F,0
91.58850026909938,8.844693693497655,0,0,0,M,0
90.05722217252516,8.426444550902248,0,0,0,F,0
99.2144013511953,7.60589298147766,0,0,0,M,0
87.07574218901361,8.562971420076408,0,0,0,M,0
92.83166925530972,8.024638376510618,0,0,0,F,0
85.95930821170293,8.265239137710905,0,0,0,F,0
87.06056656356608,9.588578187797424,0,0,0,F,0
89.5350899337613,8.410197705582101,0,0,0,M,0
87.68601196754113,8.82124180524981,0,0,0,M,0
96.44643795805806,8.594873089604024,0,0,0,M,0
96.64328363644363,9.910008245332024,0,0,0,M,0
96.87851419793179,9.211529182240877,0,0,0,Other,0
94.02068174438433,8.726454369905529,0,0,0,M,0
88.07101131592421,7.8482785379216855,0,0,0,F,0
92.00158402724017,7.61407381003287,0,0,0,F,0
90.19902128527508,7.731218442484155,0,0,0,F,0
93.33815434855592,7.777066958574909,0,0,0,F,0
99.06786490421075,8.732975414822093,0,0,0,M,0
97.52340690361117,8.719580845595685,0,0,0,M,0
97.95240572664225,8.726858277897378,0,0,0,Other,0
85.00335132534799,8.452971518153669,0,0,0,F,0
86.97379693361383,7.813572794942626,0,0,0,F,0
97.30901125783524,8.976787118326747,0,0,0,M,0
85.4563981445446,8.748354894809708,0,0,0,M,0
85.24095564184732,8.941053539547775,0,0,0,M,0
95.40504385716994,7.647794404001837,0,0,0,M,0
88.70978879743924,9.423495531950667,0,0,0,F,0
89.73340671975996,8.174569136557746,0,0,0,F,0
95.63568422016584,8.10600533345848,0,0,0,M,0
98.77481088620762,8.055930525503463,0,0,0,M,0
85.0867409548084,7.503120149706311,0,0,0,M,0
93.08230689013935,9.010084589967056,0,0,0,F,0
94.60390160785784,9.07276895131264,0,0,0,Other,0
92.14880433732381,8.894892521697045,0,0,0,M,0
90.07304470474155,7.628618997927327,0,0,0,F,0
85.66924340930693,8.54653417648162,0,0,0,M,0
88.59692200563589,8.10754617210276,0,0,0,F,0
91.86301105102675,9.949148091732114,0,0,0,F,0
88.31197221462119,9.647303328540223,0,0,0,M,0
88.58986383274788,8.335017971311,0,0,0,M,0
98.18248810509797,9.865754589109986,0,0,0,M,0
85.06659685055463,8.019895850539713,0,0,0,M,0
97.32682794799618,7.832516265994098,0,0,0,M,0
93.84164233828335,7.646140396758364,0,0,0,F,0
88.10535682448636,9.53400441692352,0,0,0,Other,0
88.25313784404736,9.753770943247567,0,0,0,F,0
91.69194452613388,9.928925605320995,0,0,0,M,0
96.21809953901582,9.03867223262948,0,0,0,M,0
98.58621743451943,8.667132443965212,0,0,0,F,0
91.77062561570547,8.886642892243614,0,0,0,Other,0
92.16602779323702,9.581256385008642,0,0,0,F,0
98.24846495059542,9.796281318902391,0,0,0,F,0
85.05420209635348,7.877309614006202,0,0,0,M,0
88.13444334297311,9.095652839112109,0,0,0,F,0
86.68589483636276,9.381067553685373,0,0,0,F,0
97.24790944274275,8.843090457751655,0,0,0,M,0
87.938089996641,9.218560168036529,0,0,0,M,0
93.86460902334724,8.863038944535885,0,0,0,M,0
87.1543040034591,9.497871510383376,0,0,0,F,0
87.72358536736512,9.746969093539414,0,0,0,F,0
90.51354715957389,7.622364882636659,0,0,0,F,0
87.7002953187853,9.373153889248062,0,0,0,M,0
88.9099907485068,8.464005527738875,0,0,0,F,0
94.38483131410501,7.854634990893695,0,0,0,M,0
98.62389618778877,7.694417383920958,0,0,0,M,0
85.53932011527546,8.093427599422272,0,0,0,F,0
92.24779368830526,7.970932690551711,0,0,0,M,0
87.45168607821174,8.140099459886304,0,0,0,M,0
88.58963898658942,8.917636848272931,0,0,0,M,0
91.96774035649918,9.497432229860813,0,0,0,M,0
89.74619789645833,9.718548132764997,0,0,0,F,0
85.61068625944418,8.072821704740996,0,0,0,M,0
97.36791948896956,9.198479908243486,0,0,0,F,0
85.63186195726017,7.838300968231152,0,0,0,M,0
85.02605071850846,9.651031238589699,0,0,0,F,0
98.56960106429771,9.863560912408134,0,0,0,F,0
97.0345147383504,9.35120476942364,0,0,0,M,0
96.02092744713087,8.7855948855425,0,0,0,M,0
90.32869727630478,7.616289760807094,0,0,0,F,0
99.49607525487605,8.505285795523559,0,0,0,F,0
96.05945505729632,8.935339337134067,0,0,0,Other,0
98.27813832828902,9.099578393286459,0,0,0,M,0
99.69761924507887,8.037463910088915,0,0,0,M,0
93.50722249291846,8.7502797408884,0,0,0,M,0
94.07674132603591,8.970308708683525,0,0,0,M,0
99.15919653806827,9.545815412918046,0,0,0,M,0
87.10874565378555,9.501890135679638,0,0,0,M,0
96.20064763277453,8.933906737866389,0,0,0,F,0
91.77006924048449,9.067007983127324,0,0,0,M,0
88.92791879725746,8.78184210829693,0,0,0,F,0
95.8834421779672,9.382856677895969,0,0,0,M,0
97.53375134133908,8.535064228371265,0,0,0,F,0
92.86180207735391,9.165820648752135,0,0,0,F,0
98.18160798481887,9.791264872198786,0,0,0,M,0
91.86492024621833,8.92245760229271,0,0,0,Other,0
88.56319128952433,7.8721152626702455,0,0,0,F,0
91.92231038533137,7.9227027948477495,0,0,0,M,0
88.99032299725039,8.229260647216677,0,0,0,M,0
87.45393490407058,9.45391933681546,0,0,0,M,0
85.5082824370647,9.57477606856726,0,0,0,M,0
86.5534805297749,9.59124934626898,0,0,0,F,0
86.45380032684639,9.583109592187393,0,0,0,M,0
88.0329720242645,9.557841526993634,0,0,0,F,0
95.34706374555886,9.513278446656559,0,0,0,M,0
97.13881125733548,8.9942475454159,0,0,0,M,0
93.29554333346834,8.998785859587462,0,0,0,F,0
96.15342416148083,8.09929403146376,0,0,0,M,0
89.85897101823761,7.771982806516135,0,0,0,M,0
99.61594413347485,7.785003473216209,0,0,0,F,0
94.42118235516816,8.124212575406403,0,0,0,M,0
97.23332908408123,7.971092239171132,0,0,0,F,0
91.16453634748363,8.073307714132863,0,0,0,M,0
85.81664427754225,7.81261337606903,0,0,0,F,0
88.27511277191056,9.188955676701148,0,0,0,M,0
88.96029159780623,9.173981431827254,0,0,0,M,0
91.00324263845218,9.850282044918016,0,0,0,F,0
85.86455675726036,8.781295769836545,0,0,0,F,0
88.22402945334512,9.547309365360395,0,0,0,F,0
90.27529651494801,7.728950708359005,0,0,0,M,0
93.07354245867448,7.99165688856125,0,0,0,F,0
85.69339120493626,8.351677041862251,0,0,0,F,0
95.52937430486377,8.990425771107907,0,0,0,F,0
91.03103130593065,9.38880964984604,0,0,0,M,0
86.98005411233258,9.370102442289605,0,0,0,M,0
97.71315389555203,9.721802574768587,0,0,0,F,0
97.62962856068894,8.4599074536043,0,0,0,M,0
94.60845917444053,7.5175313127824985,0,0,0,M,0
90.73473218458658,8.541062935500083,0,0,0,Other,0
97.13239707418559,7.830550506452122,0,0,0,F,0
94.03684731308266,9.206810226218105,0,0,0,F,0
91.5450033711276,8.243562365334613,0,0,0,F,0
89.04764929318661,9.79876497287735,0,0,0,M,0
91.92979331353979,9.978814362807578,0,0,0,M,0
83.56968282954364,6.014331253624919,2,0,0,F,1
74.28451610137715,7.490999332862109,1,0,0,M,1
75.9967879135395,7.5516794674781815,2,0,0,F,1
71.5536094733011,6.865418489414707,2,0,0,F,1
81.16381384432934,7.440066648542374,2,0,0,M,1
82.4938759300243,6.275682718161603,2,0,0,F,1
76.01972214088843,6.923021409138249,0,1,0,F,1
83.59941756682532,7.591947400261636,1,0,0,F,1
76.66407469096139,7.3344750892989445,1,0,0,M,1
73.78877684406734,6.562500238093261,2,1,0,F,1
74.2191149043365,7.4497891430619845,1,1,0,F,1
78.12814343694265,7.252560613821825,1,0,0,F,1
74.10282467219018,6.347296065788351,2,1,0,F,1
73.25097343815396,7.76060038541116,1,0,0,M,1
75.53281410876897,6.0629054663419835,0,0,0,Other,1
81.32462190894051,7.081996883145431,1,0,0,M,1
78.46680240221885,6.323845183628403,2,0,0,M,1
77.34800797773453,7.236296891240715,2,0,0,F,1
75.36944711242037,6.600974557666242,2,1,0,F,1
78.20591410731367,6.730543619773785,2,0,0,F,1
74.96967967725843,6.993424072106118,2,0,0,F,1
74.07208271391676,7.726143155586552,2,1,0,M,1
78.44750835674057,6.042179145950382,0,0,0,F,1
72.91327062613308,7.706317697566581,1,0,0,F,1
77.8467185964531,7.949489884109524,0,0,0,F,1
82.61238315348228,7.987938056830069,0,0,0,F,1
74.31868314346181,7.437043839529959,2,0,0,M,1
71.61848397685965,7.9329285316678275,2,0,0,M,1
72.45714727437462,7.638882878523515,0,0,0,F,1
84.2681131869701,6.825442957751099,1,1,0,M,1
74.66467192861812,7.358242495511419,2,0,0,M,1
77.27260449386769,7.535412172426112,2,0,0,M,1
83.44994501116808,6.858527508554793,0,0,0,F,1
74.98563203541381,6.258226294673887,1,0,0,M,1
