attendance,cgpa,backlogs,fees_flag,suspension_flag,broad_phase,att_cgpa_interaction,att_backlog_ratio,risk_index
82.129974253451,5.951100394570714,0,1,1,1,0.48876372218579484,0.0,88.11452377369542
78.17998694414048,6.927519509057336,1,1,0,1,0.541593384773381,0.01262945396423815,77.18241551057284
83.62156838331039,7.275936370292476,1,1,1,0,0.6084252107410274,0.011817318198007146,89.99874976522723
44.13359348443819,4.166021050896637,5,1,1,3,0.18386147950788415,0.1107822270283879,185.03630126107862
20.155945856452288,5.201519677234781,7,1,0,3,0.10484154898561543,0.33087624857316844,203.8364557573738
99.18456764160658,8.258148786050725,2,0,1,0,0.8190809168644995,0.019963154476592276,49.5246884281398
82.68876211321447,4.7337946413361,6,0,1,2,0.3914316189902502,0.07169421375695793,123.64226468010503
90.15315746297208,7.48246094297968,0,0,0,0,0.6745674796029856,0.0,22.434537822129528
67.33538165802331,6.470741940487141,1,0,1,1,0.43570987817328,0.014633707689003435,80.31090863954098
50.34864477453749,3.906111494111492,8,0,1,3,0.19666742006675736,0.1557976853162637,180.12079775490506
71.92661524173509,5.147404177923643,5,1,1,2,0.37023535979921357,0.06856207412651939,152.33636386864669
43.72277926138237,3.6322767125244,12,0,1,3,0.15881323291796398,0.2683196393020652,228.11583717599564
52.300410730343806,5.655524896691836,4,1,0,2,0.29578627499266824,0.07504632600744311,139.421964786197
91.91696932176748,7.2788504322202945,0,0,1,0,0.6690498718761267,0.0,41.68877851713104
62.011817576720425,3.381531797573553,3,1,0,2,0.20969493296101066,0.047610116885572006,131.0805234354118
69.5799609647403,6.156676487514403,3,1,0,1,0.42838130967378657,0.04250498241985021,109.63665659768769
31.60912510535221,4.4077890059579055,8,0,1,3,0.1393263541273195,0.2453301023610395,196.35192986485828
47.37686613624212,4.810986843975199,3,0,1,2,0.22792947969023497,0.06201311162966204,128.56819964388188
51.015104327079015,4.334976090228874,9,0,0,3,0.22114925749841913,0.17302666439745287,167.3100152217766
14.252897289090214,2.42752458620656,9,1,1,3,0.034599258593943326,0.5900518327385145,263.609479779877
82.70698782094763,6.449311362818619,2,1,1,1,0.5334031163381387,0.02389286787237016,105.04645536495927
53.87474870983134,4.045294964325082,8,0,1,3,0.21793924966015993,0.14578654459636228,175.89877646854325
91.1886780116614,8.117638055794131,0,1,1,0,0.7402366828850201,0.0,68.22313170936795
52.02794184512405,4.966930175228872,2,0,0,2,0.25841915430559953,0.037715965025406716,93.13740727873159
67.69072990250548,3.861913121218705,4,1,1,2,0.2614157179953573,0.058232020618754564,152.999704491401
83.7417639294693,7.414014203549603,0,0,0,0,0.6208626272033833,0.0,29.188165052782686
60.41647280570547,5.061045448679237,6,1,1,2,0.30577051471856853,0.0976936597935434,174.27829995089834
58.23940043845696,5.857522364946126,6,1,1,2,0.34113859058931484,0.10128394203167741,172.4729877368124
85.9606423305718,7.034880083851252,1,1,1,1,0.6047228107264004,0.011499455077604009,88.86495725017194
99.103230788234,7.069077423378745,0,1,0,0,0.7005684113489983,0.0,45.55138209487228
66.13810455013609,3.0392558868424486,9,0,0,3,0.20101062359860244,0.1340520418368254,158.66561601565166
56.04954150052119,6.091279142635447,2,1,0,1,0.34141340309640456,0.03505724932043019,113.49406278630158
91.01153095915596,7.7075629325334996,1,0,0,0,0.7014771024539155,0.010868203034725086,30.45065437817654
20.055559096612694,5.157675160280728,13,0,0,3,0.10344005897814149,0.6174141441863384,234.15606510198367
89.04347837559193,8.093986793743053,0,1,0,0,0.7207167380409862,0.0,50.4865876556928
72.06596908936027,6.23858992355534,4,0,1,1,0.4495900285921336,0.05474504820579287,106.74108129286304
63.78697505036836,6.480682907433014,5,1,1,2,0.41338315892577837,0.07717600638265285,153.80961041246655
12.48926594343341,4.6731736721563575,7,1,1,3,0.05836450879141204,0.5189311285991517,234.1448656957848
28.870441084965144,5.664942851172679,8,0,0,3,0.16354939883447528,0.26782329652395676,172.80484465917147
74.87006474505635,4.55125679929677,1,1,1,2,0.3407528912347271,0.013180428978942704,112.3736512584598
43.79052956210288,4.062533412833771,9,0,0,3,0.17790048951172796,0.20093533360710408,175.89680337372826
90.03169531181135,7.291578953701563,0,1,0,0,0.6564732147016753,0.0,53.51040991968084
81.27707006512904,7.960135218071596,1,1,1,0,0.6469764678471063,0.012154054576912111,88.92225384451298
47.42039700317884,3.626855727053758,6,1,1,3,0.17198693845014207,0.12391472130239028,194.44532436155237
47.52464948540889,4.084233705726059,7,0,1,3,0.1941017752811236,0.1442565804026027,172.0541819859608
50.57490679009206,4.820554940271339,7,0,1,3,0.24379911678074073,0.13572491809805373,165.32231850855123
94.57951271178008,7.993176604102351,0,0,0,0,0.7559907482352014,0.0,15.45460426770816
88.14042709339355,8.52961186944816,1,1,1,0,0.75180363311404,0.011218254529477263,79.21151355936564
60.09819679666264,4.082184352067756,5,1,1,3,0.24533191855082476,0.08183547571199538,169.49088144299856
19.97098790983021,4.793808489841362,7,1,0,3,0.09573709139266326,0.3337944797878945,206.05996964096295
72.64849353385564,7.018897236889515,4,1,0,1,0.5099123105289651,0.05431204099458234,112.25702028169678
50.02361161443234,6.388018399819101,4,1,0,2,0.31955175141839826,0.07839507775785468,138.03629638647215
36.92578835540425,4.0414725363517245,8,0,0,3,0.14923455952150258,0.21093826514643924,172.86684896283714
34.60780465726542,1.7977745509263348,6,0,1,3,0.062217030476261655,0.16850238473704274,186.40332258810292
94.6612747137559,6.945090336786152,3,0,0,1,0.6574311042823655,0.03136065256266762,50.61327360231334
85.48029577617253,5.563719414694974,2,0,0,1,0.47558838118375985,0.023126655408029374,56.701107150352605
91.9641373412996,8.037856643978417,1,0,0,0,0.7391945523365087,0.010756836223077035,27.846579438808313
75.06692839103259,6.106508111889696,7,0,0,2,0.45839680715448355,0.0920242232473951,114.40053104951893
87.35280286316963,6.876365722329572,0,0,0,0,0.6006698193577121,0.0,28.26536852518251
59.00050665915655,7.944726174959667,2,1,0,1,0.4687428695908832,0.033333051858401005,101.27586246604511
79.00309908309673,6.835783371418271,1,1,1,1,0.5400480710027427,0.01249951578702384,96.81798405981192
92.1738303723331,7.539574801095436,0,0,0,0,0.6949514887956878,0.0,20.128295622189718
76.45630314343884,6.355487969112622,0,1,1,1,0.4859171147909531,0.0,91.76625701099805
75.90156827667573,6.967892379700206,4,0,0,1,0.5288739592023438,0.052014543911625286,79.25896982482324
76.26165196430975,6.13290957492027,1,0,0,1,0.4677058155311525,0.012943031563212498,53.0738001610889
41.93846468795216,4.175587598089916,2,1,1,2,0.17511773303394496,0.04657828393573577,157.18359732159826
64.93165330836014,5.318387646050305,1,1,0,2,0.345331702792804,0.015167221657904337,98.47640846138833
70.0,3.697482386185771,5,1,1,3,0.25882376703300397,0.07042253521126761,161.51258806907114
64.54737218601525,6.33734293243626,0,0,1,1,0.4090588329303766,0.0,73.76591315180345
81.98870229470538,7.444447549541221,0,1,1,0,0.6103605938878841,0.0,80.78905995758852
44.01425093170025,6.001684339606873,5,0,0,2,0.26415964053631263,0.11107593476533595,125.97732737026539
71.84210513844994,5.921559776219764,2,1,1,1,0.42541732002679644,0.02745664744585057,118.55009598045123
87.14528169239102,8.454300679946055,0,1,0,0,0.7367524142660719,0.0,50.5832149078787
20.58838652466188,4.271939753386089,8,0,0,3,0.08795234685278154,0.3705696111592711,188.05191470840768
45.23079588234211,4.785984975133333,8,0,1,3,0.21647390950621195,0.1730448253661929,180.83927924199122
30.0,5.1304561663461605,6,1,0,2,0.1539136849903848,0.1935483870967742,184.3477191682692
30.0,4.939043462380841,5,1,0,2,0.14817130387142521,0.16129032258064516,175.3047826880958
88.45663472226794,7.945132909184908,0,1,0,0,0.7027997195676393,0.0,51.81770073180753
92.29692885858306,8.01929056149046,1,1,1,0,0.7401558904501916,0.010718466430076951,77.60661833396465
46.35258648891767,4.642574849939454,6,0,1,3,0.21519535226309253,0.1267090236222731,160.43453926138505
84.41307943505196,7.982194631904955,0,0,0,0,0.6738016295290382,0.0,25.675947405423273
74.6925616773947,7.266865688047067,1,0,0,1,0.5427808136057988,0.013211337783256002,48.97310988236996
52.36116807144198,6.955280241861096,6,0,1,2,0.36418659772806844,0.11244131672618128,142.86243071925253
86.28205885593718,7.328912416814546,0,1,1,0,0.6323536524976014,0.0,77.07337905999009
51.85016647917748,5.198651473133179,6,1,0,3,0.2695509443491766,0.11352849763233858,162.1565761551566
24.10895084512005,2.4318838608654447,5,1,0,3,0.058630168462645765,0.19913217524864266,193.73162985055274
65.84774278846676,6.513293830648076,0,1,0,1,0.42888569686622185,0.0,81.58578805829286
68.21020685648018,7.024169720187734,1,0,0,1,0.47912006960902986,0.014448735893445312,56.668944542581144
71.02805690082926,5.41551997655903,0,1,1,1,0.3846538610426123,0.0,101.8943432163756
70.25951703797627,5.351178112334548,6,1,0,2,0.37597118975681487,0.0841992796106438,142.984592400351
35.06946062296038,5.529353454106815,8,1,1,3,0.1939114432292289,0.2217942786454511,217.28377210650555
59.241427792530274,3.7885624047219015,4,0,0,3,0.22443984613682738,0.06639948863389965,111.81576018386022
42.43886471372588,5.695771930627441,9,1,1,3,0.24172209440413517,0.20718773520699693,219.08227563313693
60.77360406467877,4.281523605092927,10,1,0,3,0.2602036203694936,0.1618814403240858,197.81877790985658
85.0,4.974732200629496,8,1,0,2,0.42285223705350716,0.09302325581395349,150.12633899685252
88.32771913822062,7.933885671734414,1,0,1,0,0.7007820252877102,0.01119473338900165,52.00285250310731
36.206822958244246,4.880160384067541,5,1,1,3,0.1766951030337707,0.13438395440565573,189.39237512141804
82.26029033039141,6.1231906332783455,3,0,0,1,0.50369543924181,0.0360315822596279,67.12375650321687
31.80711323279172,4.418112096293077,2,0,1,3,0.14052739172196071,0.06096238903461151,136.1023262857429
74.9243270336885,6.033274404855201,3,0,1,1,0.45203902459335343,0.039513027210222956,94.90930094203549
66.47062182207728,7.279561794718909,4,0,1,1,0.4838769990872027,0.05928506203111866,107.13156920432817
70.72582024269101,4.829130033693407,5,1,0,2,0.3415441826915803,0.06970990339437086,135.12852958884196
96.02926810444116,7.906164504535774,0,0,0,0,0.7592231908838819,0.0,14.439909372879974
84.88251253689067,7.779673789215129,0,0,0,0,0.660358257945973,0.0,26.219118517033685
58.810288529991794,3.8431173654807615,9,1,1,3,0.2260148411185455,0.15047578303333148,211.9741246426044
79.86818547149284,5.564995643486801,1,1,1,1,0.44446610420205346,0.012365802375428765,102.30683631107316
86.86142502118831,7.273146517643897,1,1,0,1,0.6317558709104422,0.011381559083054299,66.7728423905922
53.82481392859022,4.370971102678014,10,0,0,2,0.2352667062888889,0.18239915985898436,174.3203305580197
96.5002229734948,7.377897060569565,1,1,0,0,0.7119687114204548,0.010256386801000933,56.61029172365737
84.92210459396229,7.856888525079666,0,1,1,0,0.6672235091099175,0.0,75.79345278063938
80.88640151737403,6.367528012402126,3,0,0,1,0.515046427484285,0.0366361196048343,67.27595842061535
26.14980411310548,2.5854676820559703,8,1,1,3,0.0676094734265285,0.2946614261624938,240.9228574766147
68.44256537567686,5.668127801781211,4,0,0,1,0.3879412076311021,0.05760155861697256,93.21679561541708
59.74522301806992,4.280232781473196,12,0,1,3,0.2557234620983699,0.197546397951825,208.85361307456412
81.38759381675978,6.046778400064337,4,0,0,1,0.49213274432439275,0.04855099918194596,78.37851418291854
67.78005460263289,6.505595820684169,2,1,1,1,0.4409496399486333,0.02907819732849471,119.69196629394627
81.36339788403825,8.269017219964125,1,1,1,0,0.6727953381779049,0.01214131550774445,87.29151601614112
70.70277090608515,4.636993812189803,4,0,1,2,0.32784831119619007,0.055785849688279404,116.11226003296584
40.00133546445458,3.673864890295044,12,1,0,3,0.14695950192777366,0.29267339378258056,241.6293400840702
57.56676773203418,5.092439618531572,2,1,1,2,0.29315528870941576,0.03414905888525009,136.97103417530798
20.844940771722342,4.326851747807324,7,1,1,3,0.09019296841106697,0.3204403286394487,227.52080048924103
52.49394417725088,5.952419763964514,3,0,0,2,0.3124659908091181,0.056081114341832286,97.74395700292655
83.36803641130219,8.350831824044784,0,1,1,0,0.6961924515716266,0.0,74.8778044684739
32.14983372586603,4.637082100288996,7,0,0,3,0.14908141849748088,0.2111624467828949,164.664755772689
81.74440669294543,4.482386702438832,7,0,0,2,0.36641004155921053,0.08459786322447341,115.8436597948604
68.05956676142358,6.776599973322208,0,0,1,1,0.46121245829978413,0.0,68.05743337196537
40.13312157125442,4.225599650558173,6,1,1,3,0.16958650448730136,0.1458678498204001,198.7388801759547
61.46699522543872,3.870977879386189,2,0,1,3,0.23793737883000982,0.0320169073729599,109.17811537763033
78.33191940075848,8.198516650007745,0,0,1,0,0.6422055454341831,0.0,50.67549734920279
61.24148597872437,5.284554705690969,4,1,0,2,0.3236339829123754,0.06426581784000619,132.33574049282078
75.64589656943221,6.712171319465231,3,0,0,1,0.5077482173885762,0.03914103865015593,70.79324683324164
66.6031568512816,4.1402450386465866,2,0,0,2,0.27575338971171903,0.029584417254356142,82.69561795548547
62.30910385140188,6.571274429172309,0,1,0,1,0.409450220843359,0.0,84.83452400273657
44.49778516261118,4.223237936174829,4,1,1,3,0.187924734374497,0.08791636748258878,174.38602515651468
49.762920033178105,4.754505349951762,3,1,1,2,0.23659806952696702,0.05909825514448798,156.4645532170631
68.22488454308234,5.424609380169029,1,1,1,1,0.37009334865335347,0.014445672341680059,114.65206855607252
45.41651138964727,4.225757343084752,10,1,0,3,0.19191915650209423,0.21544057708374867,213.45470189492897
68.03788105099726,4.665291944307262,7,1,0,2,0.3174165783749532,0.1013936101953825,158.63565922746642
68.36826249363236,5.767035795463482,2,0,1,1,0.39428221707442124,0.02883162887615341,92.79655852905023
80.73362470172945,6.191032381343836,0,0,1,1,0.4998244847916677,0.0,58.31121339155136
41.264212769102464,3.956019270229049,5,1,0,3,0.16324202088540093,0.11830339836958428,168.9556908797523
34.547874940580144,4.017878432508402,7,1,0,3,0.13880916161275444,0.19691753759404218,195.36273289687784
47.58770675887562,5.857305471911258,5,0,1,2,0.27873573519447054,0.10290668841016333,143.1257658815681
57.349401521389694,5.498941061183292,4,1,1,2,0.3153609788602573,0.06855254545384981,155.15589317269385
87.86842262645503,6.249886457813229,1,1,1,1,0.5491676646424909,0.011252590857872528,90.88214508447882
86.39220983228576,8.864497670442852,0,0,0,0,0.7658235428027071,0.0,19.285301815499984
84.84478330692747,4.985977401374258,4,1,0,2,0.4230341721928363,0.046595725982538645,110.22532968620123
87.04646493018257,8.029137165467723,0,0,0,0,0.6989080066935116,0.0,22.807849242478817
90.33789534744446,8.331332985192741,0,1,1,0,0.7526350873210539,0.0,68.00543972659183
82.05216253345516,7.498828009654599,1,1,1,0,0.6152950546586052,0.012040625668201944,90.45369741827184
63.48060109996506,4.081493364156432,6,1,0,2,0.2590956521421689,0.09305124173234873,156.11193207925277
87.65159945488327,6.532559219150319,3,1,0,1,0.5725892640922687,0.03384033698711511,89.68560444936514
64.89131082143683,6.220195960597166,5,0,0,1,0.40363666944935656,0.07588253955896897,104.00770937557733
32.514561174837134,4.527606514889257,10,0,1,3,0.14721313900395788,0.29837776922790327,214.84740625071657
26.28328650117162,1.4720704214068911,7,0,1,3,0.03869084863573776,0.2565673310544681,206.3563613917939
68.97021687432996,7.631187696913433,1,1,1,1,0.526324670464838,0.014291795061833958,102.87384464110286
83.87197118116376,7.341584894470879,0,0,0,0,0.6157531966931287,0.0,29.42010434648185
92.2613237466951,6.839250457918191,5,1,1,1,0.630998300682723,0.053612792518154505,123.54242396371394
88.57557966808713,8.493702572523201,1,1,0,0,0.7523346288895654,0.011163756949219806,58.95590746929686
89.18667039727546,8.403504140972235,0,0,0,0,0.7494805540030302,0.0,18.795808897863363
67.30418895496547,4.3354418107185815,5,1,0,2,0.29179339483186106,0.07320195256687134,141.01860199144164
47.04507935595298,5.489263492016645,7,1,1,2,0.2582428365876586,0.1456965019901184,195.5086031839638
79.4332218968795,4.755367627478615,6,1,0,2,0.3777341719547463,0.07459604201473342,136.78993996572743
89.227352589656,7.90432800665247,1,0,0,0,0.7052822620338727,0.011083113615755626,31.251007377081656
42.7052162013305,4.299889084740598,8,1,1,3,0.18362769300558834,0.18304451265376556,215.79533837496652
92.9311116567964,7.617232361285144,0,1,0,0,0.7078778710823526,0.0,48.982726536777875
89.48255865967019,7.924474061196535,0,0,1,0,0.7091022150280537,0.0,40.89507103434714
83.15920400377168,7.770579753425349,1,0,1,0,0.6461952269426765,0.011882241661353926,57.98789722910158
74.43558903112893,7.25128048225241,4,1,0,1,0.5397533339263868,0.05302536974092397,109.30800855760903
25.67607321164438,3.775091068151392,7,0,0,3,0.0969295146464799,0.26240743697406066,175.44847144759865
62.09534217001446,3.924554301179496,5,0,0,2,0.2436965421965428,0.07924515230501766,118.28188632408805
95.3423577799452,8.139287957255902,1,1,0,0,0.7760189044946917,0.010379650478184184,53.961202433775284
95.44608748355397,8.718150878281646,0,0,1,0,0.8321133914232929,0.0,30.9631581250378
62.503990787567794,4.37433770106531,6,1,1,2,0.27341356336909667,0.09448225104578188,175.62432070710565
68.6903840286787,6.812522714871632,2,0,1,1,0.46795480148862917,0.028698363882985183,87.24700239696315
93.21663397344524,6.839821993806927,0,0,0,0,0.6375851832402207,0.0,22.584256057520122
76.18796539902903,6.738308310451082,2,0,0,1,0.5133780004046368,0.025910774946079337,60.120493048715566
53.28077046766138,5.513368519211083,7,0,0,2,0.2937565225757158,0.12895911277033845,139.15238693628322
56.334445410774805,3.682475006133446,12,1,1,3,0.20745018720956723,0.2092982658858134,245.25317955855797
46.47641511775428,3.238641366742624,7,1,1,3,0.15052044057826125,0.14744162933612653,207.33037804853262
80.84547087076234,8.823696998801665,0,1,1,0,0.7133559386890531,0.0,75.03604413522933
88.10918722980306,8.257705201450406,0,0,1,0,0.7275796936831124,0.0,40.602286762944914
46.645617613838624,5.839392222194805,8,1,0,3,0.27238205669372223,0.16790631333271683,184.15742127518735
93.50976813110636,7.844126834588776,0,1,0,0,0.7335024814933857,0.0,47.26959769594976
50.71547975161036,5.036638584591012,9,1,1,3,0.25543554215300496,0.17402913099186226,214.10132732543457
88.8807059155975,7.951910531538334,0,1,0,0,0.7067714214208013,0.0,51.359741426710826
44.35653273525316,4.2432854653053935,9,1,0,3,0.18821743064684263,0.19842786600406936,204.42703993821988
45.17104825720858,5.240234749952944,5,1,0,2,0.23670689676922582,0.10829297121750665,158.6277779930267
23.14401901553629,4.465784923718024,4,0,1,3,0.10335621119382524,0.16567250039962542,164.5270563658736
98.08104840825604,8.065528913023073,0,1,1,0,0.7910755317564047,0.0,61.5913070266286
42.36170980671438,3.421836620644932,4,0,0,2,0.14495484992974883,0.09224728493941023,130.52910709006096
76.19123929366278,5.58363346332841,6,0,1,1,0.4254239533325579,0.07772902799466501,125.89059338969517
48.96023866711565,5.107203580934328,4,1,0,2,0.2500499062440924,0.08006366876371314,145.50374342821272
81.64292302055635,6.876203697959136,1,1,0,1,0.5613933691861427,0.012100249645710898,73.97605848964797
95.0,6.317114926271122,2,0,0,1,0.6001259179957565,0.020833333333333332,43.41442536864439
65.92698083207405,5.83814851476607,7,1,1,3,0.38489150522778437,0.1045915998745505,174.8822765940956
69.47975270988424,6.669850989926704,1,1,1,1,0.463419597391884,0.014188472029921833,107.17099234048224
74.40957782694944,6.302589862645354,2,0,1,1,0.46897305089585206,0.026521829953611693,84.07747285982379
56.89568424909771,6.237147116924842,4,1,0,2,0.3548667529797259,0.06908977848486761,131.91858016627808
87.35253645468099,7.358682674869739,0,0,1,0,0.6427995966149882,0.0,45.85405017097032
94.44597792260228,6.545872806581036,3,1,0,1,0.6182313585745152,0.031431392556244934,82.82465804449254
63.34156357578297,4.503408055816455,7,0,1,3,0.2852529076751911,0.10879437195764195,154.14139614513476
68.37755180675407,6.908650581705063,2,1,1,1,0.4723966130652996,0.028827768462785324,117.07919528472061
71.69961413320962,4.01239817616591,4,1,0,2,0.2876874009798898,0.0550209247695687,128.23839498596084
57.60144495482031,5.130977804046415,5,0,1,2,0.2955517355441844,0.08532212821466821,136.74366602494763
84.73550744648026,8.549989825171043,1,0,1,0,0.7244877264981112,0.01166377886809899,52.514543427664535
46.16381541680843,4.702890687050059,5,0,0,2,0.2171033776024063,0.10601347570828801,130.32173114794128
100.0,8.221906354691553,0,0,1,0,0.8221906354691553,0.0,28.890468226542232
43.20713138061095,4.7004144884113455,4,0,1,2,0.2030914263441162,0.09048313869454967,143.2907961773323
43.863063044203045,5.8432332769309365,6,0,1,2,0.2563021096080068,0.13374031091208086,156.92077057114227
77.68162780955316,8.37023436582968,1,1,0,1,0.6502134306851125,0.01270944727300856,70.46720036129844
77.10864602088087,6.800275773789039,1,1,1,1,0.5243600574854708,0.012802679996945138,98.88997511017394
36.480729422186535,3.970945363774549,10,1,1,3,0.14486298336614542,0.2668037723428229,243.66454375894074
81.69958913392466,3.904125227830284,5,1,0,2,0.31896542704112424,0.06045979251363562,128.77978472692394
93.12795196983669,7.873741332848517,2,0,0,0,0.7332654046684345,0.021247673599027208,37.50334136592073
50.44867251214488,4.654781085771415,6,0,0,3,0.23482752661180825,0.11662108480221041,136.27742205899804
87.43878635464232,7.775717895985823,0,1,1,0,0.6798993358610732,0.0,73.68262416542856
44.5559774625911,3.864729943433749,6,0,1,3,0.1721968202586351,0.13170609729375207,166.12037282024016
59.359884453039264,6.159147219800683,5,1,1,2,0.36560626729662665,0.0828364740142944,159.84437944795732
42.790256836521294,3.5364393601443225,5,1,1,3,0.1513251485073586,0.11418065024523845,189.5275463627571
94.23291992921702,7.755124908549395,0,1,1,0,0.7307880645484116,0.0,66.991455528036
85.89306660387807,7.828829530668059,0,0,0,0,0.672442176308079,0.0,24.962785742781637
93.21969396638428,7.971522729393236,0,1,0,0,0.7431029092801138,0.0,46.92269238664954
39.5029475350401,5.602241458353417,1,0,0,2,0.22130505040796156,0.024689561151935307,92.48584517319281
57.0189215043476,5.736331598672489,9,0,0,2,0.32707944114761545,0.1551218079661407,154.29942050228996
34.39581336979789,2.3184321976365587,13,1,0,3,0.07974436118043746,0.3672750747152623,264.0120256420193
94.67773562732576,8.176360081513172,0,1,1,0,0.7741192581913238,0.0,64.44046396510838
22.464056799783226,6.0,7,0,0,3,0.13478434079869933,0.29832863343838606,167.53594320021676
9.877782912996778,4.083884347844583,7,0,1,3,0.04033972302979422,0.6435134857891306,209.7027953477803
56.43120688922434,2.3419482831648035,8,0,0,3,0.13215896809113678,0.1392970900895523,161.85905169495163
79.95272946068599,5.588754183810544,0,0,0,1,0.44683615128048143,0.0,42.10349962026129
89.34456674656137,8.58265376777359,1,1,1,0,0.7668134824174739,0.011068734247243056,77.74216441457068
70.84590826331421,4.847115032176072,5,0,0,2,0.34339826691127734,0.06959338563408611,104.91851657580543
89.2274716037505,7.824523808891011,0,0,0,0,0.6981624759706924,0.0,21.64990935179444
12.140301044094656,3.639825135549075,7,0,0,3,0.04418857289342841,0.532712300617028,189.66057327815997
78.46158376834228,5.151869115481982,4,1,1,2,0.40422381016792497,0.05033879027205611,135.77907065424782
76.14933911581012,5.578152448456938,4,1,0,1,0.4247726224372339,0.05184749533622751,115.9598986419052
60.10718247732839,6.017937728227239,3,0,1,2,0.36172128116775376,0.04909406518804957,109.80312888153541
57.5682120803975,3.881286471447998,4,1,1,2,0.22343872273309603,0.0682964334733172,163.0253555623625
